time_stamp,word,frame,success,confidence,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU25_r,AU26_r,AU04_c,AU12_c,AU15_c,AU23_c,AU28_c,AU45_c
1,G:WELL,1,1,0.978136,0,0.834725,0,0,0.972472,0.560742,0.89569,1.97849,1.62201,0.549632,0,1.41768,1.62458,0,0,1,0,1,0,0
2,G:WELL,1,1,0.980783,0,0.624919,0,0,0.966442,0,0.923117,2.24898,1.85465,0.545465,0,1.13677,1.99778,0,0,1,0,0,0,0
3,G:WELL,1,1,0.981268,0,0.723796,0,0,0.955071,0.730679,0.949435,2.1216,1.63975,0.671661,0.555053,1.53195,1.85306,0,0,1,0,1,0,0
4,G:WELL,1,1,0.98255,0,0.675276,0,0,0.977168,0.510049,1.02206,2.2115,1.72054,0,0.524593,1.14192,1.62193,0,0,1,0,1,0,0
5,G:WELL,1,1,0.981875,0,0.692646,0,0,0.985775,0.993231,1.04485,2.11636,1.76779,0.724479,0.555722,1.34948,1.64742,0,0,1,0,1,0,0
6,G:WELL,1,1,0.980601,0,0.898246,0,0,0.898709,0.569406,0.8469,2.0143,1.4931,0.780719,0,1.33314,1.71493,0,1,1,0,1,0,0
7,G:WELL,1,1,0.980416,0,0.993538,0,0,0.888492,0.662829,0.899128,2.01033,1.41198,0.740764,0,1.39579,1.75019,0,0,1,0,1,0,0
8,G:WELL,1,1,0.981659,0,1.22508,0,0,0.830165,1.13997,0.811475,1.91894,1.43947,0.689115,0,1.46982,2.14413,0,0,1,0,1,0,0
9,G:WELL,1,1,0.980028,0,1.14201,0,0,0.884263,1.18755,0.856543,1.93612,1.47603,1.02784,0,1.65973,2.1005,0,1,1,0,1,0,0
10,G:WELL,1,1,0.973346,0.651324,1.33381,0,0,0.838496,1.38343,0.811545,1.87956,1.68765,1.15579,0,1.22424,1.82794,0,1,1,0,1,0,0
11,G:WELL,1,1,0.97178,0.601267,1.47003,0,0,0.855725,1.1965,0.867323,1.8028,1.65375,1.01092,0,1.35157,2.0004,0,1,1,0,1,0,0
12,G:WELL,1,1,0.968225,0.670241,1.3406,0,0,0.77724,1.49304,0.838338,1.78025,1.88699,0.995283,0,1.45717,2.06947,0,1,1,0,1,0,1
13,G:WELL,1,1,0.960217,0.820395,0.896476,0,0,0.770344,1.74488,0.949264,1.82248,1.81454,0.96087,0,1.68345,1.65045,0,1,1,0,1,0,1
14,G:WELL,1,1,0.962118,0.901946,0.792171,0,0,0.724932,2.28783,0.85857,1.6907,1.60037,0.826529,0,1.95689,1.27164,0,1,1,0,0,0,0
15,G:WELL,1,1,0.965585,0.922199,1.16216,0,0,0.772808,2.07676,0.961008,1.74799,1.39869,1.19074,0,1.52054,0.759508,0,1,1,0,0,0,0
16,G:WELL,1,1,0.967034,1.09818,1.20647,0,0,0.671665,2.01942,0.824208,1.63632,1.14537,1.09701,0,1.59038,0.910178,0,1,1,0,0,0,0
17,G:WELL,1,1,0.965019,1.18708,1.12749,0,0,0.672791,1.88094,0.824818,1.55657,1.27111,1.1465,0,1.61709,0.595073,0,1,1,0,0,0,0
18,G:WELL,1,1,0.967208,1.04183,0.859933,0,0,0.704977,1.72957,0.770027,1.57509,1.15258,1.12427,0,1.64132,0.543237,0,1,1,0,0,0,0
19,G:WELL,1,1,0.964108,0.997724,0.738484,0,0,0.679419,1.68798,0.749698,1.58755,0.896543,0.987938,0,1.64664,0,0,1,1,0,0,0,0
20,G:WELL,1,1,0.960859,0.921592,1.00284,0,0,0.693149,2.17398,0.620319,1.36962,0.890428,1.03379,0.505638,1.62342,0,0,0,1,0,0,0,0
21,G:WELL,1,1,0.956727,1.21559,1.26619,0,0,0.683141,1.53816,0.745694,1.20096,1.09391,1.00175,0.663943,1.4666,0,0,0,1,0,0,0,0
22,G:WELL,1,1,0.967707,0.856364,1.77507,0,0,0.720913,0.890221,0.594775,1.21621,1.02295,0,0.687709,1.34554,0,0,0,1,1,0,0,0
23,G:WELL,1,1,0.944718,1.0868,1.82451,0,0.971842,0.697217,0.860798,0.671613,1.54494,0,0.852787,0.904765,1.34693,0,0,0,1,1,0,0,0
24,G:WELL,1,1,0.952037,1.07039,2.18143,0,1.23146,0.664532,1.06501,0.744105,1.55879,0,0.599709,0.69265,1.52283,0,0,1,1,1,0,0,0
25,G:WELL,1,1,0.954288,0.931759,1.77225,0,0.911029,0,0.55829,0.658473,1.22803,0,0,0.766651,1.973,0,0,0,0,1,0,0,0
26,G:WELL,1,0,0.965795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100
27,G:WELL,1,0,0.966811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100
28,G:WELL,1,0,0.953204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100
29,G:WELL,1,0,0.940911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100
30,G:WELL,1,0,0.948327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100
31,G:WELL,1,0,0.940464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100
32,G:WELL,1,0,0.964891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100
33,G:WELL,1,0,0.966854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100
34,G:WELL,1,0,0.937844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100
35,G:WELL,1,0,0.946853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100
36,G:WELL,1,0,0.957241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100
37,G:WELL,1,0,0.948699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,-100,-100
